PROGRAMA,FECHA_EMISION,MUNICIPIO,FAMILIAS,PARTICIPANTES,BENEFICIOS,BENEFICIO_PROMEDIO,FEMENINO,MASCULINO,OTROS,EDAD_0_4,EDAD_5_13,EDAD_14_17,EDAD_18_24,EDAD_25_44,EDAD_45_64,EDAD_65,INCAPACITADOS,DEAMBULANTES,ESTUDIANTES
PAN,201303,DORADO,11481,32571,3312387,288.51,6641,4833,7,1031,1882,799,1290,2488,2305,1685,1010,4,2586
PAN,201303,NARANJITO,15674,45380,4607241,293.94,8445,7221,8,1380,2219,1031,1921,3661,3348,2112,2092,7,2608
PAN,201303,ARECIBO,42219,109744,11564654,273.92,23510,18696,13,3227,5835,2738,5012,9972,8750,6682,4003,101,8176
PAN,201303,AGUADA,17043,49505,5032652,295.29,9345,7696,2,1243,2289,1153,1957,4057,4056,2288,1425,3,2886
PAN,201303,MAYAGÜEZ,31120,84984,8784783,282.29,17971,13145,4,2741,4533,1915,3377,6760,6405,5387,1847,182,6533
PAN,201303,AGUAS BUENAS,10969,30267,3108731,283.41,6276,4693,0,976,1763,750,1160,2348,2285,1687,1176,9,2692
PAN,201303,NAGUABO,11506,32479,3351158,291.25,6497,5006,3,989,1862,762,1287,2795,2223,1588,1267,41,2611
PAN,201303,HATILLO,17050,45994,4755995,278.94,9360,7684,6,1366,2364,1059,1977,4065,3594,2624,1372,5,3705
PAN,201303,SANTA ISABEL,8603,24954,2516736,292.54,4868,3735,0,781,1352,620,1011,1893,1719,1227,703,18,431
PAN,201303,VILLALBA,12700,38626,3940307,310.26,6908,5788,4,1037,1802,904,1616,2883,2691,1767,748,2,2644
PAN,201303,LUQUILLO,8058,23025,2353415,292.06,4578,3475,5,736,1251,533,1023,1841,1535,1139,593,5,1461
PAN,201304,CATAÑO,11118,32198,3371124,303.21,6593,4525,0,1089,2046,812,1371,2410,2081,1309,1051,55,2476
PAN,201304,COROZAL,17526,50298,5154036,294.08,9517,8003,6,1490,2504,1158,2036,3850,3969,2518,2388,0,2949
PAN,201304,OROCOVIS,13146,39776,4052366,308.26,6782,6361,3,1023,1851,925,1728,3056,2966,1597,1559,4,2718
PAN,201304,ARECIBO,42008,109159,11493401,273.6,23448,18550,10,3205,5814,2685,5020,9865,8665,6751,4041,97,8146
PAN,201304,CIALES,10294,29917,3052424,296.52,5585,4707,2,915,1498,629,1282,2311,2270,1389,1280,1,1695
PAN,201304,LAS PIEDRAS,15316,40287,4185088,273.25,8588,6720,8,1330,2288,965,1792,3646,3120,2174,1715,5,2800
PAN,201304,SAN GERMÁN,13921,39832,4025663,289.18,7609,6311,1,1172,1933,858,1590,3008,2973,2387,1338,5,3020
PAN,201304,AIBONITO,11295,30468,3128137,276.95,6206,5088,1,961,1560,696,1407,2505,2515,1651,1489,4,2571
PAN,201303,CULEBRA,504,1573,154307,306.16,276,226,2,43,77,34,59,133,95,63,32,0,45
PAN,201304,LAS MARÍAS,4616,13675,1395899,302.4,2392,2224,0,398,637,284,547,1089,990,671,290,2,1088
TANF,201304,SABANA GRANDE,581,1197,82540,142.07,349,232,0,60,98,32,54,124,132,81,195,2,134
TANF,201304,RIO PIEDRAS 4,1241,2639,181783,146.48,775,466,0,121,264,61,62,257,291,185,340,5,270
TANF,201304,SAN SEBASTÍAN,990,1803,137576,138.97,602,388,0,88,144,43,60,187,239,229,293,0,187
TANF,201304,AGUADILLA,1761,3290,231895,131.68,1044,717,0,162,258,59,107,326,498,351,582,2,183
TANF,201304,JUANA DIAZ,840,1625,112852,134.35,548,292,0,98,116,31,63,137,188,207,220,0,101
TANF,201304,LARES,864,1620,125988,145.82,520,344,0,69,133,29,53,172,198,210,262,1,151
TANF,201304,MOROVIS,690,1265,91170,132.13,411,279,0,42,107,47,27,137,161,169,210,0,144
TANF,201304,CAMUY,753,1355,98230,130.45,454,299,0,60,109,33,41,161,194,155,240,0,125
PAN,201305,BAYAMON,55296,153536,17530399,317.03,33196,22094,6,5114,9517,3904,5907,11719,10202,8933,4514,79,13767
PAN,201305,ANGELES,4114,11724,1365022,331.8,2114,2000,0,284,515,290,487,929,945,664,309,1,860
